Datetime,Tweet Id,Text,Username
2021-01-20 01:57:02+00:00,1.35171E+18,"Netflix — which was founded in 1997 as a rental company that sent you DVDs in the mail — says it now has more than 200 million subscribers globally, after adding 8.5 million subscribers in the fourth quarter of 2020, beating its own expectation https://t.co/O3Zzvb8Y0r",CNN
2021-01-20 01:54:01+00:00,1.35171E+18,CNN's @GloriaBorger examines the legacy of President Donald Trump https://t.co/yXBXAbgvnX,CNN
2021-01-20 01:45:00+00:00,1.35171E+18,"The Justice Department has closed its insider trading investigation into Sen. Richard Burr, initiated after stock transactions he made ahead after early briefings about the coronavirus https://t.co/XsM6PEq3Q7",CNN
2021-01-20 01:30:22+00:00,1.3517E+18,"Join CNN, Wednesday, for The Inauguration of Joe Biden. Watch special, live coverage of this historic event in unprecedented times. All-day coverage starts Wednesday. https://t.co/69WisBmZlx",CNN
2021-01-20 01:16:35+00:00,1.3517E+18,Bed Bath &amp; Beyond has stopped selling MyPillow products following CEO Mike Lindell's support of the January 6 insurrection and his continued false statements questioning the validity of the US presidential election https://t.co/hSU94qNn0h,CNN
2021-01-20 01:05:53+00:00,1.3517E+18,Hall of Fame baseball player Don Sutton died Monday night at the age of 75 https://t.co/6wZxMjWW7X,CNN
2021-01-20 01:03:18+00:00,1.3517E+18,"A New York state court employee has been charged with threatening to murder a US official after he made online posts threatening to kill several high-level Democratic members of Congress, according to a complaint https://t.co/0dU2h3sbO0",CNN
2021-01-20 00:48:06+00:00,1.35169E+18,"At least six major news networks have assigned women to lead White House coverage of the Biden administration, raising the profile of female journalists in an institution long dominated by men https://t.co/6d75yk0HJg",CNN
2021-01-20 00:37:23+00:00,1.35169E+18,"States across the country say they're running low on coronavirus vaccine supply, with many officials insisting the vaccine delivery numbers reported by the Trump administration don't align with what they are seeing on the ground https://t.co/fEJTD3mFfD",CNN
2021-01-20 00:24:20+00:00,1.35169E+18,"The invitations have been scaled back by the pandemic and the security has been heightened by the insurrection, but Joe Biden's inauguration as the 46th president of the United States will still have plenty of pomp https://t.co/64Q5Sg0bBs",CNN
2021-01-20 00:11:12+00:00,1.35168E+18,A US Army soldier was arrested on terrorism charges after federal prosecutors said he allegedly attempted to assist ISIS' efforts to plan attacks on targets in New York City and on US soldiers in the Middle East https://t.co/3CLt1P0z2I,CNN
2021-01-19 23:57:44+00:00,1.35168E+18,A wide range of Senate Republicans are noncommittal about whether they are considering convicting Donald Trump of committing high crimes and misdemeanors at his upcoming impeachment trial https://t.co/Qv2V26dTH5,CNN
2021-01-19 23:41:20+00:00,1.35168E+18,"Sen. Josh Hawley blocked quick consideration of President-elect Joe Biden's Homeland Security nominee, Alejandro Mayorkas https://t.co/ymIgNQkzNA",CNN
2021-01-19 23:26:13+00:00,1.35167E+18,"""To heal, we must remember""

President-elect Joe Biden paid tribute to the more than 400,000 people in the US who have died from Covid-19, during a memorial held by the Lincoln Memorial's reflecting pool. https://t.co/ZIvhVp5yQO https://t.co/fcAV0eJLIW",CNN
2021-01-19 23:26:06+00:00,1.35167E+18,"There are 400 lights illuminating the Lincoln Memorial Reflecting Pool in tribute to the more than 400,000 people who have died from Covid-19 in the US https://t.co/Iyxh7LdogO",CNN
2021-01-19 23:19:01+00:00,1.35167E+18,"The 2021 New Orleans Jazz Fest has been postponed until October due to the ongoing Covid-19 pandemic, organizers say https://t.co/9Ja1dNzGdA",CNN
